JobTitle,CompanyURL2,CompanyId,CompanyName,SalaryInsights,NoOfApplicants,CompanyLocation,EmploymentStatus,ExperienceLevel,Industries,Benefits,JobPostingUrl,PostedDate
Senior Data Scientist - Remote,https://www.linkedin.com/company/cybercoders,21836,CyberCoders,,272.0,"Los Angeles, CA",Full-time,Mid-Senior level,Insurance,401(k),https://www.linkedin.com/jobs/view/3940579649/?trk=jobs_biz_prem_srch,2024-07-10 21:13:31+00:00
Business Data Analyst 2,https://www.linkedin.com/company/planet-pharma,2474662,Planet Pharma,,96.0,"San Diego, CA",Full-time,,Staffing and Recruiting,,https://www.linkedin.com/jobs/view/3959943790/?trk=jobs_biz_prem_srch,2024-07-10 21:12:33+00:00
Remote Sensing Data Analyst,https://www.linkedin.com/company/talentify-io,2204084,Talentify.io,,34.0,United States,Full-time,Entry level,"Technology, Information and Media",,https://www.linkedin.com/jobs/view/3965148569/?trk=jobs_biz_prem_srch,2024-07-10 21:11:56+00:00
Staff Data Scientist - Growth,https://www.linkedin.com/company/nextdoor-com,1916708,Nextdoor,,344.0,"San Francisco, CA",Full-time,Mid-Senior level,"Technology, Information and Internet",,https://www.linkedin.com/jobs/view/3916970161/?trk=jobs_biz_prem_srch,2024-07-10 18:54:22+00:00
Senior Data Engineer,https://www.linkedin.com/company/offeredai,89597043,Offered.ai,,18.0,United States,Full-time,Mid-Senior level,Financial Services,401(k),https://www.linkedin.com/jobs/view/3972519878/?trk=jobs_biz_prem_srch,2024-07-10 19:34:31+00:00
Water Data Analyst,https://www.linkedin.com/company/stanford-university,1792,Stanford University,,152.0,"Stanford, CA",Full-time,Entry level,Higher Education,,https://www.linkedin.com/jobs/view/3971502240/?trk=jobs_biz_prem_srch,2024-07-10 21:06:56+00:00
Data Analyst,https://www.linkedin.com/company/quantumworldtech,13331595,Quantum World Technologies Inc.,,318.0,United States,Contract,Mid-Senior level,IT Services and IT Consulting,,https://www.linkedin.com/jobs/view/3972257393/?trk=jobs_biz_prem_srch,2024-07-10 18:05:06+00:00
Senior Data Engineer - Enterprise Identity Services,https://www.linkedin.com/company/cvshealth,4680,CVS Health,,689.0,United States,Full-time,Mid-Senior level,Hospitals and Health Care,,https://www.linkedin.com/jobs/view/3887123160/?trk=jobs_biz_prem_srch,2024-07-10 19:26:07+00:00
Data Scientist - Computer Games,https://www.linkedin.com/company/lumicity,79500056,Lumicity,,7.0,"Los Angeles, CA",Full-time,Mid-Senior level,"Computer Games, Data Infrastructure and Analytics, Software Development",,https://www.linkedin.com/jobs/view/3969557363/?trk=jobs_biz_prem_srch,2024-07-10 22:46:37+00:00
Data (Cloud) Engineer AWS,https://www.linkedin.com/company/akkodis,79383535,Akkodis,,62.0,United States,Contract,Mid-Senior level,"IT Services and IT Consulting, Accounting, IT System Data Services","Commuter benefits, Disability insurance",https://www.linkedin.com/jobs/view/3969544854/?trk=jobs_biz_prem_srch,2024-07-10 21:16:03+00:00
"Data Analyst, Amazon Air",https://www.linkedin.com/company/amazon,1586,Amazon,,16.0,"Riverside, CA",Full-time,,Software Development,,https://www.linkedin.com/jobs/view/3972702896/?trk=jobs_biz_prem_srch,2024-07-10 22:16:44+00:00
Data Scientist,https://www.linkedin.com/company/intersources-inc,2668040,InterSources Inc,,10.0,United States,Contract,,,,https://www.linkedin.com/jobs/view/3971698382/?trk=jobs_biz_prem_srch,2024-07-10 22:28:11+00:00
Senior Data Scientist - Marketing,https://www.linkedin.com/company/nextdoor-com,1916708,Nextdoor,,1289.0,"San Francisco, CA",Full-time,Mid-Senior level,"Technology, Information and Internet",,https://www.linkedin.com/jobs/view/3912844864/?trk=jobs_biz_prem_srch,2024-07-10 18:51:11+00:00
Data Analyst,https://www.linkedin.com/company/find-headway-com,13030788,Headway,,426.0,United States,Full-time,Entry level,Mental Health Care,401(k),https://www.linkedin.com/jobs/view/3969536939/?trk=jobs_biz_prem_srch,2024-07-10 20:03:54+00:00
Senior Research Data Analyst,https://www.linkedin.com/company/the-blockworks-group,28123388,Blockworks,,79.0,United States,Full-time,Mid-Senior level,"Technology, Information and Media","Vision insurance, 401(k), Commuter benefits",https://www.linkedin.com/jobs/view/3972254595/?trk=jobs_biz_prem_srch,2024-07-10 17:55:15+00:00
"Data Analyst, Business & Graph Analytics",https://www.linkedin.com/company/leidos,2973906,Leidos,,,United States,Part-time,Mid-Senior level,IT Services and IT Consulting,,https://www.linkedin.com/jobs/view/3969551221/?trk=jobs_biz_prem_srch,2024-07-10 21:32:25+00:00
Epic Clarity Data Analyst,https://www.linkedin.com/company/green-key-resources,90639,Green Key Resources,,,United States,Full-time,Mid-Senior level,Staffing and Recruiting,,https://www.linkedin.com/jobs/view/3971690424/?trk=jobs_biz_prem_srch,2024-07-10 21:27:38+00:00
Data Engineer (L5) - Growth Insights and Foundations,https://www.linkedin.com/company/netflix,165158,Netflix,,32.0,United States,Full-time,,"Entertainment Providers, Technology, Information and Internet, Movies, Videos, and Sound",401(k),https://www.linkedin.com/jobs/view/3971679804/?trk=jobs_biz_prem_srch,2024-07-10 20:49:01+00:00
Data Engineer/Scientist,https://www.linkedin.com/company/delartech,79912276,Delart,,15.0,"Menlo Park, CA",Full-time,Entry level,Computer Networking,"401(k), Medical insurance, Disability insurance",https://www.linkedin.com/jobs/view/3969559142/?trk=jobs_biz_prem_srch,2024-07-10 22:41:49+00:00
Senior Business Intelligence Data Analyst,https://www.linkedin.com/company/habemco,64637796,Habemco,,30.0,United States,Full-time,,,401(k),https://www.linkedin.com/jobs/view/3969540639/?trk=jobs_biz_prem_srch,2024-07-10 20:27:34+00:00
Senior Data Analyst - Remote Eligible,https://www.linkedin.com/company/talentify-io,2204084,Talentify.io,,10.0,United States,Full-time,Mid-Senior level,"Technology, Information and Media",,https://www.linkedin.com/jobs/view/3969543628/?trk=jobs_biz_prem_srch,2024-07-10 21:11:58+00:00
Junior Data Scientist (Remote),https://www.linkedin.com/company/synergisticit,66321745,SynergisticIT,,,"Los Angeles, CA",Full-time,Entry level,IT Services and IT Consulting,,https://www.linkedin.com/jobs/view/3971458724/?trk=jobs_biz_prem_srch,2024-07-10 18:08:50+00:00
Data Scientist,https://www.linkedin.com/company/req-solutions-pvt-ltd,13613470,REQ Solutions,,30.0,"San Francisco, CA",Contract,Mid-Senior level,Software Development,,https://www.linkedin.com/jobs/view/3972574242/?trk=jobs_biz_prem_srch,2024-07-10 20:21:27+00:00
Senior Data Analyst,https://www.linkedin.com/company/robert-half-international,1681,Robert Half,,209.0,"Los Angeles, CA",Full-time,Mid-Senior level,Staffing and Recruiting,,https://www.linkedin.com/jobs/view/3969527832/?trk=jobs_biz_prem_srch,2024-07-10 17:53:35+00:00
Statistician,https://www.linkedin.com/company/fladger-associates,3184635,Fladger Associates,,28.0,United States,Contract,Mid-Senior level,"Biotechnology Research, Pharmaceutical Manufacturing",,https://www.linkedin.com/jobs/view/3969530833/?trk=jobs_biz_prem_srch,2024-07-10 18:22:21+00:00
Data Engineer (Database Administrator 2),https://www.linkedin.com/company/leidos,2973906,Leidos,,,United States,Full-time,Mid-Senior level,IT Services and IT Consulting,,https://www.linkedin.com/jobs/view/3969551043/?trk=jobs_biz_prem_srch,2024-07-10 21:29:10+00:00
Staff Data Platform Engineer ,https://www.linkedin.com/company/xiaopeng-motors,13410267,XPENG,,4.0,"Santa Clara, CA",Full-time,Associate,Motor Vehicle Manufacturing,,https://www.linkedin.com/jobs/view/3969554849/?trk=jobs_biz_prem_srch,2024-07-10 22:26:50+00:00
Senior Data Engineer,https://www.linkedin.com/company/soft-source-inc-digital-engineering-solutions,483870,"Soft Source, Inc",,19.0,United States,Part-time,Mid-Senior level,Motor Vehicle Manufacturing,,https://www.linkedin.com/jobs/view/3972582472/?trk=jobs_biz_prem_srch,2024-07-10 20:55:06+00:00
GCP Data Engineer ,https://www.linkedin.com/company/tredence,5208967,Tredence Inc.,,78.0,"San Bruno, CA",Full-time,Mid-Senior level,Business Consulting and Services,,https://www.linkedin.com/jobs/view/3972232672/?trk=jobs_biz_prem_srch,2024-07-10 16:57:43+00:00
Power BI Data Analyst,https://www.linkedin.com/company/veriiproofficial,26243888,VeriiPro,,37.0,United States,Full-time,,,,https://www.linkedin.com/jobs/view/3969553560/?trk=jobs_biz_prem_srch,2024-07-10 22:07:03+00:00
AI & Data Scientist Internship,https://www.linkedin.com/company/refonte-learning,102635657,Refonte Learning,,1.0,NAMER,Internship,Internship,"Higher Education, IT Services and IT Consulting, Education",,https://www.linkedin.com/jobs/view/3969560301/?trk=jobs_biz_prem_srch,2024-07-10 22:45:55+00:00
Data Governance Analyst,https://www.linkedin.com/company/nityo-infotech,14562893,Nityo Infotech,,25.0,United States,Contract,,,,https://www.linkedin.com/jobs/view/3971697030/?trk=jobs_biz_prem_srch,2024-07-10 21:57:38+00:00
Imagery Data Engineer,https://www.linkedin.com/company/veerteq-inc,68371064,AddSource ,,45.0,United States,Full-time,Entry level,IT Services and IT Consulting,,https://www.linkedin.com/jobs/view/3972254305/?trk=jobs_biz_prem_srch,2024-07-10 17:43:31+00:00
Senior Data Analyst - Residential Lending,https://www.linkedin.com/company/city-national-bank,163069,City National Bank,,8.0,"Los Angeles, CA",Full-time,,Banking,,https://www.linkedin.com/jobs/view/3972586252/?trk=jobs_biz_prem_srch,2024-07-10 21:23:34+00:00
Intelligence Analyst,https://www.linkedin.com/company/security-industry-specialists-inc,1368805,Security Industry Specialists,,,"Culver City, CA",Full-time,Mid-Senior level,Security and Investigations,401(k),https://www.linkedin.com/jobs/view/3972231210/?trk=jobs_biz_prem_srch,2024-07-10 16:38:51+00:00
Associate Equipment Data Management Engineer,https://www.linkedin.com/company/iaea,13904,International Atomic Energy Agency (IAEA),,39.0,United States,Full-time,Associate,"International Affairs, Research Services",,https://www.linkedin.com/jobs/view/3969527227/?trk=jobs_biz_prem_srch,2024-07-10 17:05:38+00:00
Senior Data Scientist - Engagement,https://www.linkedin.com/company/nextdoor-com,1916708,Nextdoor,,822.0,"San Francisco, CA",Full-time,Mid-Senior level,"Technology, Information and Internet",,https://www.linkedin.com/jobs/view/3901705813/?trk=jobs_biz_prem_srch,2024-07-10 18:50:15+00:00
Data Scientist (Remote; Full Time; Multiple Openings),https://www.linkedin.com/company/ringcentral,60868,RingCentral,,,United States,Full-time,Entry level,IT Services and IT Consulting,"Disability insurance, Commuter benefits, 401(k)",https://www.linkedin.com/jobs/view/3971691986/?trk=jobs_biz_prem_srch,2024-07-10 21:57:19+00:00
Data Scientist (W2 Role),https://www.linkedin.com/company/softcorp-international-inc-,9302197,"SoftCorp International, Inc.",,34.0,United States,Contract,,,,https://www.linkedin.com/jobs/view/3969539819/?trk=jobs_biz_prem_srch,2024-07-10 20:43:24+00:00
Sr. Data Engineer (Snowflake),https://www.linkedin.com/company/tredence,5208967,Tredence Inc.,,40.0,United States,Full-time,Mid-Senior level,IT Services and IT Consulting,,https://www.linkedin.com/jobs/view/3972577637/?trk=jobs_biz_prem_srch,2024-07-10 20:53:50+00:00
Data Governance Analyst,https://www.linkedin.com/company/talentgroups-connections,51701268,Talent Groups,,133.0,United States,Contract,Mid-Senior level,Staffing and Recruiting,,https://www.linkedin.com/jobs/view/3972297526/?trk=jobs_biz_prem_srch,2024-07-10 19:14:58+00:00
Lead Data Scientist,https://www.linkedin.com/company/infobahn-softworld-inc,102847,Infobahn Softworld Inc,,37.0,United States,Contract,Mid-Senior level,Software Development,,https://www.linkedin.com/jobs/view/3972514013/?trk=jobs_biz_prem_srch,2024-07-10 19:19:10+00:00
Senior Business Intelligence Analyst (Remote),https://www.linkedin.com/company/talentify-io,2204084,Talentify.io,,,United States,Full-time,Mid-Senior level,Staffing and Recruiting,,https://www.linkedin.com/jobs/view/3969547045/?trk=jobs_biz_prem_srch,2024-07-10 21:11:58+00:00
Senior Data Analyst,https://www.linkedin.com/company/abridgehq,28987090,Abridge,,,"San Francisco, CA",Full-time,Mid-Senior level,Hospitals and Health Care,,https://www.linkedin.com/jobs/view/3972575540/?trk=jobs_biz_prem_srch,2024-07-10 20:42:11+00:00
Senior Operations Data Scientist,https://www.linkedin.com/company/nextdoor-com,1916708,Nextdoor,,330.0,"San Francisco, CA",Full-time,Mid-Senior level,"Technology, Information and Internet",,https://www.linkedin.com/jobs/view/3952450792/?trk=jobs_biz_prem_srch,2024-07-10 18:50:30+00:00
Data Analyst,https://www.linkedin.com/company/crexi,6459490,Crexi,,14.0,"Los Angeles, California, United States",Full-time,Entry level,"Real Estate, Technology, Information and Internet",Vision insurance,https://www.linkedin.com/jobs/view/3969559008/?trk=jobs_biz_prem_srch,2024-07-10 22:30:49+00:00
Data Engineer,https://www.linkedin.com/company/affinity-search-partners,3223866,Affinity Search Partners,,185.0,United States,Full-time,Associate,"Hospitals and Health Care, Health and Human Services",,https://www.linkedin.com/jobs/view/3972295021/?trk=jobs_biz_prem_srch,2024-07-10 19:13:01+00:00
ML Engineer,https://www.linkedin.com/company/syntricate-technologies,35671596,Syntricate Technologies,,,"Cupertino, CA",Full-time,Entry level,Information Technology & Services,,https://www.linkedin.com/jobs/view/3971453967/?trk=jobs_biz_prem_srch,2024-07-10 18:09:03+00:00
Data Analyst,https://www.linkedin.com/company/offeredai,89597043,Offered.ai,,45.0,United States,Full-time,Mid-Senior level,"Technology, Information and Media",,https://www.linkedin.com/jobs/view/3972528271/?trk=jobs_biz_prem_srch,2024-07-10 19:38:15+00:00
Data Analyst,https://www.linkedin.com/company/rob-levine-&-associates-ltd.,698449,Rob Levine Law,,,United States,Full-time,Mid-Senior level,Internet Publishing,,https://www.linkedin.com/jobs/view/3972262232/?trk=jobs_biz_prem_srch,2024-07-10 18:13:56+00:00
Database Reliability Engineer,https://www.linkedin.com/company/bluepisces,28146472,Blue Pisces Consulting Inc.,,,United States,Full-time,Mid-Senior level,Information Technology & Services,,https://www.linkedin.com/jobs/view/3969557073/?trk=jobs_biz_prem_srch,2024-07-10 22:20:27+00:00
Senior Data Scientist,https://www.linkedin.com/company/sofi,2301992,SoFi,,3.0,"San Francisco, CA",Full-time,,Financial Services,,https://www.linkedin.com/jobs/view/3972730804/?trk=jobs_biz_prem_srch,2024-07-10 22:30:25+00:00
Information/Data  Governance Analyst,https://www.linkedin.com/company/charterglobalcg,46119,Charter Global,,25.0,United States,Contract,Mid-Senior level,IT Services and IT Consulting,,https://www.linkedin.com/jobs/view/3971695096/?trk=jobs_biz_prem_srch,2024-07-10 21:49:57+00:00
Senior Data Scientist,https://www.linkedin.com/company/find-headway-com,13030788,Headway,,34.0,United States,Full-time,Mid-Senior level,Mental Health Care,401(k),https://www.linkedin.com/jobs/view/3969538591/?trk=jobs_biz_prem_srch,2024-07-10 20:03:54+00:00
Senior Data Analyst,https://www.linkedin.com/company/eaze-up,3825965,Eaze,,48.0,United States,Full-time,Associate,Consumer Services,,https://www.linkedin.com/jobs/view/3969552820/?trk=jobs_biz_prem_srch,2024-07-10 22:02:08+00:00
Lead Data Scientist,https://www.linkedin.com/company/bestegg,5300200,Best Egg,,,United States,Full-time,Mid-Senior level,Financial Services,,https://www.linkedin.com/jobs/view/3972584643/?trk=jobs_biz_prem_srch,2024-07-10 21:21:59+00:00
Data Analyst- Managed Care,https://www.linkedin.com/company/pacificclinics,634422,Pacific Clinics,,22.0,"San Jose, CA",Full-time,Entry level,"Hospitals and Health Care, Mental Health Care, Non-profit Organizations",,https://www.linkedin.com/jobs/view/3972532740/?trk=jobs_biz_prem_srch,2024-07-10 19:51:38+00:00
Data Analyst III,https://www.linkedin.com/company/orangepeople,2708565,orangepeople,,,"Atherton, CA",Full-time,Mid-Senior level,IT Services and IT Consulting,"Dental insurance, Vision insurance, Medical insurance",https://www.linkedin.com/jobs/view/3972259831/?trk=jobs_biz_prem_srch,2024-07-10 18:18:53+00:00
Data Engineer (L5) - Growth,https://www.linkedin.com/company/netflix,165158,Netflix,,51.0,United States,Full-time,,"Entertainment Providers, Technology, Information and Internet, Movies, Videos, and Sound",401(k),https://www.linkedin.com/jobs/view/3971685407/?trk=jobs_biz_prem_srch,2024-07-10 20:49:01+00:00
Direct client req on: Agile Data Engineer @ Remote(onsite 8days/month) on W2,https://www.linkedin.com/company/spruce-infotech-inc,4803413,"Spruce InfoTech, Inc",,10.0,United States,Full-time,,,,https://www.linkedin.com/jobs/view/3969546382/?trk=jobs_biz_prem_srch,2024-07-10 21:07:43+00:00
Imagery Data Engineer,https://www.linkedin.com/company/us-tech-solutions,27292,US Tech Solutions,,133.0,United States,Contract,Mid-Senior level,"Technology, Information and Media",,https://www.linkedin.com/jobs/view/3971447644/?trk=jobs_biz_prem_srch,2024-07-10 16:52:50+00:00
Senior Data Security Engineer,https://www.linkedin.com/company/itresourcehunter,14450868,IT Resource Hunter,,14.0,"Sunnyvale, CA",Full-time,Mid-Senior level,Staffing and Recruiting,,https://www.linkedin.com/jobs/view/3971495657/?trk=jobs_biz_prem_srch,2024-07-10 19:19:40+00:00
Data Engineer,https://www.linkedin.com/company/entegee,32090,Entegee,,341.0,United States,Contract,Mid-Senior level,"Agriculture, Construction, Mining Machinery Manufacturing","401(k), Commuter benefits, Disability insurance",https://www.linkedin.com/jobs/view/3969533476/?trk=jobs_biz_prem_srch,2024-07-10 18:52:31+00:00
Data Modeler (Engineer/Computer Scientist 2),https://www.linkedin.com/company/leidos,2973906,Leidos,,,United States,Full-time,Entry level,IT Services and IT Consulting,,https://www.linkedin.com/jobs/view/3969547401/?trk=jobs_biz_prem_srch,2024-07-10 21:29:08+00:00
Senior Data Engineer - Advertising ,https://www.linkedin.com/company/discord,3765675,Discord,,135.0,United States,Full-time,Mid-Senior level,Software Development,,https://www.linkedin.com/jobs/view/3972248933/?trk=jobs_biz_prem_srch,2024-07-10 17:46:11+00:00
Principal Data Processing Unit Software Engineer – Secure Enclave,https://www.linkedin.com/company/microsoft,1035,Microsoft,,1.0,"Santa Clara, CA",Full-time,,Software Development,,https://www.linkedin.com/jobs/view/3972582800/?trk=jobs_biz_prem_srch,2024-07-10 21:22:12+00:00
Data Analyst (Remote),https://www.linkedin.com/company/mebefamily,6400436,MeBe,,,United States,Full-time,Entry level,Mental Health Care,Disability insurance,https://www.linkedin.com/jobs/view/3972574934/?trk=jobs_biz_prem_srch,2024-07-10 20:42:16+00:00
Data Scientist,https://www.linkedin.com/company/accelon-inc-,3966490,Accelon Inc.,,297.0,United States,Contract,Mid-Senior level,IT Services and IT Consulting,,https://www.linkedin.com/jobs/view/3972247360/?trk=jobs_biz_prem_srch,2024-07-10 17:34:21+00:00
Data Engineer,https://www.linkedin.com/company/req-solutions-pvt-ltd,13613470,REQ Solutions,,48.0,"San Francisco, CA",Contract,Mid-Senior level,Software Development,,https://www.linkedin.com/jobs/view/3972594706/?trk=jobs_biz_prem_srch,2024-07-10 21:41:31+00:00
Data Engineer,https://www.linkedin.com/company/quantumworldtech,13331595,Quantum World Technologies Inc.,,155.0,United States,Full-time,Mid-Senior level,IT Services and IT Consulting,,https://www.linkedin.com/jobs/view/3972260019/?trk=jobs_biz_prem_srch,2024-07-10 18:07:36+00:00
Data Analyst,https://www.linkedin.com/company/alphaconsultingcorp,87447,Alpha Consulting Corp.,,149.0,"Home Gardens, CA",Full-time,Entry level,Staffing and Recruiting,,https://www.linkedin.com/jobs/view/3971256507/?trk=jobs_biz_prem_srch,2024-07-10 17:03:39+00:00
Business Intelligence (BI) Analyst,https://www.linkedin.com/company/robert-half-international,1681,Robert Half,,,"Newport Beach, CA",Full-time,Entry level,Staffing and Recruiting,"401(k), Disability insurance",https://www.linkedin.com/jobs/view/3972567589/?trk=jobs_biz_prem_srch,2024-07-10 20:14:41+00:00
Researcher (Data Science/Engineer),https://www.linkedin.com/company/chapin-hall,1259271,Chapin Hall,,17.0,United States,Full-time,Mid-Senior level,Research Services,,https://www.linkedin.com/jobs/view/3972224469/?trk=jobs_biz_prem_srch,2024-07-10 16:32:42+00:00
Data Engineer,https://www.linkedin.com/company/tekwissen,766876,TekWissen ®,,199.0,United States,Full-time,Entry level,Staffing and Recruiting,,https://www.linkedin.com/jobs/view/3969530536/?trk=jobs_biz_prem_srch,2024-07-10 17:43:34+00:00
Data Analyst,https://www.linkedin.com/company/oceanassocaites,1971965,"Ocean Associates, Inc.",,225.0,United States,Part-time,Mid-Senior level,Environmental Services,,https://www.linkedin.com/jobs/view/3972237237/?trk=jobs_biz_prem_srch,2024-07-10 16:57:39+00:00
GCP Data Engineer with Python. Local candidates only.,https://www.linkedin.com/company/maxonic,21784,Maxonic,,792.0,"Pleasanton, CA",Contract,Mid-Senior level,Information Services,,https://www.linkedin.com/jobs/view/3959287084/?trk=jobs_biz_prem_srch,2024-07-10 17:02:48+00:00
Senior Data Analyst,https://www.linkedin.com/company/becordial,4870268,Cordial,,347.0,United States,Full-time,Mid-Senior level,Marketing Services,401(k),https://www.linkedin.com/jobs/view/3972252663/?trk=jobs_biz_prem_srch,2024-07-10 17:53:13+00:00
Power BI Consultant ,https://www.linkedin.com/company/insight-global,11056,Insight Global,,166.0,United States,Contract,Mid-Senior level,"Staffing and Recruiting, Hospitals and Health Care",,https://www.linkedin.com/jobs/view/3969540095/?trk=jobs_biz_prem_srch,2024-07-10 19:16:49+00:00
Data Engineer,https://www.linkedin.com/company/acro-service-corp,50861,Acro Service Corp,,318.0,United States,Contract,Mid-Senior level,"Information Services, Technology, Information and Media, Data Infrastructure and Analytics",,https://www.linkedin.com/jobs/view/3969540113/?trk=jobs_biz_prem_srch,2024-07-10 19:20:38+00:00
Data Engineer,https://www.linkedin.com/company/research-affiliates,77280,Research Affiliates,,73.0,"Newport Beach, CA",Full-time,Mid-Senior level,Financial Services,,https://www.linkedin.com/jobs/view/3969535226/?trk=jobs_biz_prem_srch,2024-07-10 20:54:37+00:00
"Software Engineer- AI/ML, AWS Neuron Distributed Training",https://www.linkedin.com/company/amazon-web-services,2382910,Amazon Web Services (AWS),,2.0,"Cupertino, CA",Full-time,,IT Services and IT Consulting,,https://www.linkedin.com/jobs/view/3972703854/?trk=jobs_biz_prem_srch,2024-07-10 22:24:25+00:00
"Games Data Scientist, AGS Data Science",https://www.linkedin.com/company/amazongames,78392228,Amazon Games,,3.0,"San Diego, CA",Full-time,,Entertainment Providers,,https://www.linkedin.com/jobs/view/3972706774/?trk=jobs_biz_prem_srch,2024-07-10 22:16:45+00:00
Senior Data Scientist,https://www.linkedin.com/company/offeredai,89597043,Offered.ai,,11.0,United States,Full-time,Mid-Senior level,Software Development,Vision insurance,https://www.linkedin.com/jobs/view/3972519960/?trk=jobs_biz_prem_srch,2024-07-10 19:34:35+00:00
"Data Engineer, Clinical Pipeline # 3854",https://www.linkedin.com/company/grail-inc.,10399839,GRAIL,,117.0,"Menlo Park, CA",Contract,Mid-Senior level,"Software Development, IT Services and IT Consulting, Biotechnology Research",,https://www.linkedin.com/jobs/view/3972237063/?trk=jobs_biz_prem_srch,2024-07-10 17:01:47+00:00
Data Analyst,https://www.linkedin.com/company/galaxe-solutions,68639,GalaxE.Solutions,,,United States,Full-time,Entry level,IT Services and IT Consulting,,https://www.linkedin.com/jobs/view/3971679003/?trk=jobs_biz_prem_srch,2024-07-10 19:52:29+00:00
Agile Data Engineer II - Market A/B,https://www.linkedin.com/company/yoh-a-day-&-zimmermann-company,6044,"Yoh, A Day & Zimmermann Company",,72.0,United States,Contract,,IT Services and IT Consulting,,https://www.linkedin.com/jobs/view/3969536011/?trk=jobs_biz_prem_srch,2024-07-10 18:13:47+00:00
Data Scientist,https://www.linkedin.com/company/fractal-analytics,26945,Fractal,,106.0,San Francisco Bay Area,Contract,Mid-Senior level,Business Consulting and Services,,https://www.linkedin.com/jobs/view/3969541124/?trk=jobs_biz_prem_srch,2024-07-10 20:02:34+00:00
Data Scientist,https://www.linkedin.com/company/gdit,1905,General Dynamics Information Technology,,71.0,United States,Full-time,Entry level,IT Services and IT Consulting,"401(k), Disability insurance",https://www.linkedin.com/jobs/view/3972254495/?trk=jobs_biz_prem_srch,2024-07-10 17:50:06+00:00
Senior Data Analyst (Remote),https://www.linkedin.com/company/first-american,1811868,First American,,,"Santa Ana, CA",Full-time,Mid-Senior level,Financial Services,401(k),https://www.linkedin.com/jobs/view/3972733811/?trk=jobs_biz_prem_srch,2024-07-10 22:51:55+00:00
Customer Insights Analyst,https://www.linkedin.com/company/ascendion,86694680,Ascendion,,3.0,United States,Contract,Mid-Senior level,Hospitals and Health Care,"401(k), Medical insurance, Vision insurance, Dental insurance, Disability insurance",https://www.linkedin.com/jobs/view/3969560329/?trk=jobs_biz_prem_srch,2024-07-10 22:52:12+00:00
